metricname,COLORECTAL,COLORECTAL,COLORECTAL,COLORECTAL,COLORECTAL,COLORECTAL,COLORECTAL,COLORECTAL,COLORECTAL,COLORECTAL,COLORECTAL,DM-EYE,DM-EYE,DM-EYE,DM-EYE,DM-EYE,DM-EYE,DM-EYE,DM-EYE,DM-EYE,DM-EYE,DM-EYE,DM-FOOT,DM-FOOT,DM-FOOT,DM-FOOT,DM-FOOT,DM-FOOT,DM-FOOT,DM-FOOT,DM-FOOT,DM-FOOT,DM-FOOT,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-KIDNEY,DM-PPSV,DM-PPSV,DM-PPSV,DM-PPSV,DM-PPSV,DM-PPSV,DM-PPSV,DM-PPSV,DM-PPSV,DM-PPSV,DM-PPSV,MAMMO,MAMMO,MAMMO,MAMMO,MAMMO,MAMMO,MAMMO,MAMMO,MAMMO,MAMMO,MAMMO,PAP,PAP,PAP,PAP,PAP,PAP,PAP,PAP,PAP,PAP,PAP,TDAP,TDAP,TDAP,TDAP,TDAP,TDAP,TDAP,TDAP,TDAP,TDAP,TDAP
Provider,BBFM,BellB,FCN,FFMC,FHA,IFP,LFM,NCFP,NSFM,SFM,WFM,BBFM,BellB,FCN,FFMC,FHA,IFP,LFM,NCFP,NSFM,SFM,WFM,BBFM,BellB,FCN,FFMC,FHA,IFP,LFM,NCFP,NSFM,SFM,WFM,BBFM,BellB,FCN,FFMC,FHA,IFP,LFM,NCFP,NSFM,SFM,WFM,BBFM,BellB,FCN,FFMC,FHA,IFP,LFM,NCFP,NSFM,SFM,WFM,BBFM,BellB,FCN,FFMC,FHA,IFP,LFM,NCFP,NSFM,SFM,WFM,BBFM,BellB,FCN,FFMC,FHA,IFP,LFM,NCFP,NSFM,SFM,WFM,BBFM,BellB,FCN,FFMC,FHA,IFP,LFM,NCFP,NSFM,SFM,WFM
lastupdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-26,54.4571,73.2185,69.6443,70.0432,74.0651,58.3806,71.222,60.8731,77.5746,72.6775,72.6926,38.372,43.3168,42.7676,39.3939,42.3407,47.5177,44.4591,43.1635,36.9281,53.9823,40.0,84.4961,68.5643,78.1212,73.2323,73.8382,81.5602,82.7176,72.9222,82.0261,81.7109,90.6382,69.7674,75.2475,72.4646,73.7373,73.666,63.5933,72.1635,71.4477,78.5947,71.0914,70.6382,64.7286,79.9504,79.6363,83.67,83.9931,61.2293,86.4116,73.4584,85.7843,83.4808,83.8297,48.8281,70.5921,67.9903,72.5423,73.7219,54.5936,66.3651,63.8051,72.1338,70.8683,70.0,44.383,70.5587,69.0642,80.9341,76.5117,72.7391,53.7586,63.8613,69.3459,70.7998,62.9032,61.6053,79.0157,77.6908,81.0247,80.4817,58.1318,84.7948,75.4371,82.3917,77.0548,79.5215
2017-03-27,54.4493,73.1534,69.6527,70.1253,74.0869,58.412,71.2714,60.9108,77.5477,72.6775,72.6371,39.1472,43.3168,42.8888,39.4603,42.3407,47.7647,44.8548,43.1635,36.8248,53.9823,40.0,84.8837,68.5643,78.2424,73.8617,73.8382,81.4117,82.8496,73.0563,81.9967,81.7109,90.6382,70.155,75.2475,72.6464,74.0303,73.666,63.5294,72.5593,71.5817,78.887,71.3864,70.6382,64.7286,79.9504,79.6565,83.6424,83.9931,61.647,86.4116,73.4584,85.761,83.4808,83.8297,48.6381,70.6781,68.0341,72.4429,73.8549,54.6819,66.3658,63.942,72.1643,70.8683,70.0,44.6886,70.5429,69.1101,80.998,76.6275,72.6439,53.5939,64.2092,69.3307,70.7801,62.943,61.5738,78.9978,77.6619,81.0247,80.3274,58.1637,84.7717,75.4781,82.3589,77.0625,79.4287
2017-03-28,54.4973,73.2185,69.6508,70.0389,74.0533,58.3648,71.3058,60.9683,77.506,72.731,72.5609,38.7596,44.665,43.5643,39.527,42.685,47.8873,44.9275,43.8337,39.836,54.2772,40.4255,84.4961,68.4863,78.238,73.8175,74.1824,81.2206,82.6086,72.9222,82.459,81.7109,90.6382,70.155,75.6823,72.7015,74.1554,73.4939,63.8497,72.5955,71.5817,79.1803,71.6814,69.3617,64.7286,79.9007,79.6524,83.6148,83.9931,61.5023,86.4295,73.5924,85.7377,83.4808,83.8297,48.5436,70.6586,68.038,72.4809,73.8798,54.8187,66.3123,63.8728,72.2495,70.8187,70.0,44.8717,70.5814,69.0889,80.8851,76.6518,72.7213,53.4883,64.1711,69.348,70.6855,62.8755,61.7977,79.0589,77.6976,81.0298,80.4003,58.1439,84.7992,75.4947,82.3402,77.0922,79.5306
2017-03-29,54.5374,73.2251,69.6665,70.0474,74.0266,58.3765,71.2762,61.1201,77.4704,72.7845,72.5266,38.7596,44.4168,43.4747,38.8513,42.7586,47.4418,44.8548,44.3699,39.7372,53.9823,40.4255,84.1085,68.2382,78.2626,73.9864,74.4827,80.6976,82.7176,73.3243,82.4302,81.7109,90.2127,69.3798,75.6823,72.6868,74.3243,73.6206,63.7209,72.6912,71.7158,78.8177,71.9764,69.3617,64.341,79.9007,79.6363,83.6148,84.1379,61.6279,86.4116,73.5924,85.7142,83.4808,83.8297,48.4496,70.5333,68.0157,72.5042,73.7243,54.9469,66.0947,64.0046,72.3986,70.7983,69.8854,44.7897,70.6131,69.1408,80.8974,76.8055,72.7391,53.5804,64.2209,69.4959,70.5965,62.8479,61.7782,79.0395,77.6931,81.0039,80.3952,58.1736,84.821,75.481,82.3395,77.0812,79.5594
2017-03-30,52.5869,73.3423,69.5457,69.9309,74.0592,58.2391,71.1928,61.2449,77.4436,72.6929,72.5475,36.5313,43.9205,43.4099,39.0862,42.487,47.9069,44.8548,44.846,39.6721,54.142,40.4255,82.6568,68.2382,78.295,74.45,74.4386,81.1627,82.7176,73.4939,82.295,81.6568,90.2127,69.0036,75.6823,72.6118,74.6192,73.5751,63.7209,72.5593,71.4859,78.6885,71.5976,69.7872,62.3616,79.9007,79.5445,83.4179,84.2832,62.093,86.4116,73.8955,85.5737,83.4319,83.8297,46.6542,70.4939,67.9029,72.4429,73.6992,54.85,66.0408,64.0625,72.478,70.7487,70.098,43.0272,70.5746,69.1223,80.9125,76.8521,72.918,54.3825,64.2326,69.4155,70.5213,62.8877,60.2333,79.0459,77.5787,80.8798,80.3457,58.1719,84.7968,75.5082,82.2836,77.0969,79.5167
2017-03-31,52.6226,73.2656,69.5404,70.0647,74.0464,58.2588,71.0508,61.251,77.3985,72.7348,72.741,36.5313,43.9205,43.4931,39.1891,42.6597,48.372,44.7957,45.0534,39.6721,54.142,40.1709,82.6568,69.2307,78.3843,74.3243,74.2659,81.1627,82.8722,73.5294,82.295,81.6568,90.5982,69.0036,75.6823,72.7639,74.6621,74.0932,63.9534,72.7272,71.3903,78.6885,71.8934,70.5128,62.3616,79.9007,79.5729,83.4459,84.1105,62.3255,86.2977,73.9304,85.5737,83.7278,84.188,47.037,70.4742,67.8824,72.3817,73.6515,54.8898,65.8775,64.0254,72.5522,70.6498,70.1298,43.0272,70.6291,69.2797,81.0012,76.8203,72.8524,54.3533,64.3801,70.2169,70.4879,63.1803,60.1748,79.0852,77.5993,80.9136,80.3768,58.1916,84.7486,75.6634,82.2746,76.9778,79.6543
2017-04-02,52.5869,73.236,69.5338,70.0259,74.0315,58.2117,71.0553,61.3174,77.3863,72.7731,72.6651,36.5313,43.1761,43.1854,38.917,42.2145,48.2517,44.5322,44.6524,39.4088,53.8461,40.1709,82.6568,68.9826,78.3467,74.1116,74.2214,81.3519,82.7404,73.7967,82.1018,81.6568,90.5982,69.0036,75.9305,72.8024,74.7884,74.0484,64.1025,72.859,71.1229,78.6535,72.1893,70.5128,62.3616,79.9007,79.5766,83.4179,84.083,62.4708,86.2977,73.9304,85.55,83.7278,84.188,47.2118,70.2612,67.8644,72.2738,73.6489,54.9382,65.7399,64.0787,72.577,70.7077,70.1298,42.8571,70.6883,69.2485,81.1053,76.8471,72.7034,54.2307,64.4747,70.0559,70.4459,63.0736,60.1752,79.1265,77.584,80.8937,80.3148,58.2054,84.6718,75.7258,82.2566,76.8792,79.6903
2017-04-03,52.6717,73.2904,69.5467,70.1124,74.0453,58.122,71.0752,61.3174,77.3093,72.8685,72.6651,36.63,43.2098,43.6052,38.983,42.1416,48.4848,45.0722,44.7121,41.7077,53.8461,40.5982,82.4175,68.8888,78.3685,74.4067,74.0932,81.3519,82.5229,73.8955,82.1018,82.2485,90.5982,68.8644,75.5555,72.8096,74.7457,73.9205,64.1025,72.6675,71.0843,78.8177,73.0769,70.9401,61.9047,79.753,79.5367,83.3898,83.9378,62.4708,86.3337,73.8955,85.55,84.0236,84.188,47.2118,70.348,67.9191,72.4809,73.6741,54.9779,65.7119,64.1159,72.6523,70.7487,70.1298,43.0272,70.7448,69.2801,81.2339,76.8716,72.495,54.3241,64.5307,70.0821,70.5213,62.9787,60.2239,79.078,77.5728,80.8262,80.221,58.1466,84.7222,75.8426,82.2306,76.8729,79.6622
2017-04-04,52.6271,73.207,69.5333,70.0086,74.1245,58.11,71.0859,61.2615,77.3665,72.8685,72.5549,36.7647,43.0693,43.473,39.1156,41.7962,48.4848,44.8818,44.6524,41.2438,53.7091,40.5982,82.3529,69.5544,78.4045,74.3197,74.4386,81.585,82.4146,73.5294,82.1603,82.1958,90.5982,69.1176,75.495,72.8444,75.17,73.9205,64.3356,72.4409,71.2566,78.7234,72.7002,70.9401,61.7647,80.198,79.6132,83.5034,83.9378,62.4708,86.3517,73.9304,85.5973,84.2729,84.188,47.5836,70.1672,67.9785,72.3584,73.7068,55.5555,65.8775,64.0832,72.7521,70.6787,70.2265,43.0272,70.7514,69.4799,81.2459,78.3159,72.3934,54.4174,64.548,70.1149,70.4125,62.9787,60.3112,79.1033,77.5828,80.7628,80.2056,58.2015,84.7639,75.8142,82.2754,76.8792,79.5977
2017-04-05,52.6271,73.1864,69.5543,69.9222,74.1522,58.2706,71.0616,61.403,77.3311,72.8721,72.5549,36.397,43.5643,44.0193,39.2857,41.8965,48.4848,44.5609,45.1871,43.8625,54.3026,42.735,82.3529,69.3069,78.3527,74.6598,74.3103,81.3519,82.3066,73.5294,82.1603,82.1958,90.1709,69.1176,75.495,72.8151,75.17,73.6206,64.5687,71.9528,71.6577,79.2144,72.4035,70.0854,61.397,80.198,79.6214,83.5034,83.9655,62.7039,86.3695,73.9304,85.5973,84.2729,84.188,47.7695,70.1472,67.9548,72.2738,73.6137,55.6338,65.8775,64.1247,72.6575,70.6908,70.0647,42.8087,70.822,69.5354,81.2218,78.5086,72.5065,54.4929,64.4829,70.1575,70.4545,63.2306,60.2726,79.1077,77.6267,80.7924,80.2367,58.3765,84.8527,75.7995,82.3246,76.959,79.6269
2017-04-06,52.6672,73.1277,69.5991,69.9611,74.2383,58.3176,71.2816,61.4467,77.3347,72.8529,72.5549,36.5313,43.5643,44.2563,39.3526,41.7241,48.4848,44.8818,45.3083,45.4991,54.142,42.3076,82.6568,69.3069,78.5167,74.787,74.4827,81.3519,82.5459,73.9946,82.1603,82.2485,90.1709,69.3726,75.495,72.9343,75.4684,73.7931,64.3356,72.0472,71.9839,79.2144,72.1893,70.5128,61.6236,80.198,79.6856,83.816,83.9655,62.7039,86.4829,73.8605,85.5973,84.3195,84.188,47.6808,70.2738,68.5363,72.2128,73.6967,61.6197,65.9313,64.298,72.7422,70.781,70.113,42.9292,70.7947,69.703,81.1696,78.9111,72.5477,54.5221,64.427,71.0491,70.3826,63.1243,60.1167,79.1109,77.6216,80.7884,80.2162,58.4317,84.7843,75.8274,82.3209,76.9965,79.6196
2017-04-07,52.5825,73.1798,69.6283,70.0172,74.2849,58.2433,71.223,61.5134,77.3882,72.9673,72.5549,36.9003,42.9629,44.1555,39.4557,41.5517,48.4848,44.823,45.1612,45.3355,54.0059,42.3076,82.6568,69.1358,78.4764,74.6598,74.4827,81.3519,82.9619,73.5215,82.1603,82.1958,90.1709,69.3726,75.3086,72.8939,76.0204,73.4482,64.1025,71.8217,72.043,79.0507,72.4035,70.5128,61.2546,80.2469,79.6856,83.8435,83.9655,62.7039,86.3695,74.0591,85.5973,84.2729,84.188,47.7777,70.2269,68.845,72.1753,73.7924,64.6126,66.0947,64.3518,72.8118,70.81,70.2746,43.0976,70.6676,69.7159,81.1575,78.937,72.5955,54.6915,64.4123,71.1059,70.3773,63.0573,60.1649,79.1608,77.63,80.8093,80.2057,58.3924,84.7531,75.9686,82.2643,76.9902,79.5552
2017-04-09,52.5825,73.1955,69.6208,69.9611,74.2375,58.2784,71.2131,61.5802,77.3286,72.9831,72.5132,36.9003,42.8217,44.0411,39.1156,41.3793,48.5981,44.692,45.3566,45.0081,53.7091,42.3076,82.6568,69.0594,78.4432,74.8299,74.3103,81.3084,82.8309,73.3512,82.324,82.1958,90.1709,69.3726,75.495,72.8372,75.5102,73.6206,64.2523,71.5596,72.4091,78.7234,72.1068,70.5128,61.2546,80.4455,79.7338,83.8435,83.9655,62.8504,86.3695,74.1588,85.5973,84.2729,84.188,47.6808,70.4469,68.8522,72.1753,73.6842,64.9029,66.067,64.1739,72.7422,70.8683,70.3883,43.1703,70.6609,69.6986,81.1575,78.956,72.4456,54.5629,64.7422,70.8831,70.4298,62.8055,60.1456,79.2126,77.6109,80.8013,80.1146,58.3293,84.722,76.0478,82.23,76.9215,79.5046
2017-04-10,52.4936,73.1732,69.6374,69.9568,74.2185,58.3176,71.3257,61.5969,77.3347,73.1318,72.3823,37.6383,42.8217,44.1217,39.219,41.3793,48.5981,44.9541,45.283,45.0081,53.7091,42.3076,83.3948,69.3069,78.6448,75.0424,74.3103,81.542,82.9619,73.7196,82.324,82.4925,90.1709,69.3726,75.99,73.0187,75.382,73.4482,64.9532,71.8217,72.5067,78.887,72.4035,70.9401,61.2546,80.4455,79.7539,83.8709,83.9655,63.3177,86.3695,73.9892,85.5973,84.2729,84.188,47.6808,70.4863,68.9128,72.2222,73.6992,64.9647,66.1764,64.3478,72.8118,70.8683,70.3883,43.1703,70.6949,69.7015,81.2059,78.9767,72.3978,54.5045,65.0577,70.7697,70.2689,62.6059,60.1357,79.2326,77.6155,80.7708,80.1249,58.3648,84.7064,76.106,82.1862,76.9449,79.5193
2017-04-11,52.6271,73.1979,69.6609,70.0345,74.2643,58.3176,71.3844,61.5865,77.3286,73.1481,72.3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5925,70.4831,68.7804,71.9665,73.5462,64.9076,66.0975,64.3717,72.5885,70.6167,70.08,38.7969,66.7987,63.8416,72.5083,72.5531,67.4091,49.8263,56.727,66.3824,64.1461,57.2368,60.0973,79.2229,77.6102,80.7555,80.1251,58.3687,84.6933,76.1276,82.1943,76.8839,79.5405
2017-04-12,52.7565,73.3423,69.7625,70.0172,74.3185,58.548,71.4776,61.7599,77.4038,73.143,72.4791,37.1747,42.716,44.0968,39.3526,40.9638,48.6046,45.1315,46.081,44.2996,52.9761,42.9184,84.0148,69.8765,78.7487,74.787,74.5266,80.2325,83.1578,73.9189,82.4104,83.0357,90.9871,69.8884,76.0493,73.2391,76.1499,73.1497,64.8837,71.5789,73.1081,78.8273,73.2142,71.6738,61.71,80.0,79.6972,83.816,83.8209,63.0232,86.4473,74.054,85.5048,84.2261,84.1201,47.8584,70.4863,68.9984,72.3905,73.8049,65.614,66.1752,64.4637,72.7173,70.7487,70.3883,45.9074,70.7175,70.1202,81.3341,79.231,72.4885,55.9602,65.4147,70.9175,70.3161,62.9237,60.117,79.2236,77.6388,80.847,80.1798,58.3824,84.7233,76.2886,82.0784,76.8277,79.6774
2017-04-13,52.7565,73.3265,69.7959,70.1208,74.398,58.6691,71.4924,61.7998,77.36,73.1349,72.5132,36.8029,42.3645,43.9846,39.2491,40.4475,48.8372,45.0592,46.1434,44.2276,53.2738,42.4892,84.0148,69.7044,78.704,74.744,74.5266,80.6976,82.8722,74.0189,82.2764,82.738,90.9871,69.8884,76.3546,73.153,75.7679,72.9776,65.1162,71.5415,72.801,78.8617,72.619,72.103,61.71,79.8029,79.7537,83.959,83.6488,63.2558,86.4295,74.4248,85.5284,84.2261,84.1201,47.9477,70.3925,69.0286,72.3063,73.9837,65.935,66.2295,64.4843,72.6229,70.7896,70.1298,46.0035,70.6404,70.1192,81.2339,79.2105,72.5541,56.0132,65.6069,70.8982,70.2689,62.7783,60.0486,79.199,77.652,80.9354,80.1773,58.4198,84.7462,76.2304,82.091,76.9652,79.7132
2017-04-14,52.9212,73.3288,69.8035,70.0777,74.317,58.6223,71.5955,61.9254,77.3127,73.093,72.5475,37.1747,42.3645,43.9757,39.4197,40.1032,48.8372,45.0592,46.0081,44.065,53.4124,42.9184,84.0148,69.2118,78.6478,74.9146,74.5266,80.9302,82.7404,73.8836,82.2764,82.4925,90.9871,69.8884,76.3546,73.3804,76.1092,73.1497,65.3488,71.9367,73.207,79.1869,72.7002,71.6738,61.71,79.8029,79.7981,83.959,83.6488,63.4883,86.4295,74.5602,85.5284,84.2729,84.1201,48.0446,70.3899,69.0279,72.138,73.9837,65.7894,66.2029,64.8212,72.6281,70.6824,70.0162,45.7597,70.7865,70.1848,81.1454,79.1584,72.8947,55.851,65.6741,70.9271,70.5715,62.9787,59.9611,79.2054,77.6754,80.8897,80.1852,58.4611,84.8026,76.2225,82.0897,77.1556,79.7631
2017-04-16,52.9661,73.3513,69.8165,70.1035,74.3569,58.572,71.6006,62.0059,77.2909,73.0898,72.4505,37.1747,41.9117,43.6957,39.3526,39.9311,48.372,44.664,45.6021,43.811,53.4124,42.4892,84.0148,68.8725,78.5354,74.787,74.3545,80.9302,82.6086,73.6129,82.4104,82.4925,90.9871,69.8884,76.2254,73.2902,75.9795,72.9776,65.1162,71.9367,73.3423,78.6644,72.7002,72.103,61.71,79.6568,79.7458,83.816,83.6488,63.4883,86.4295,74.4248,85.5048,84.2729,84.1201,48.0446,70.3042,68.9831,72.138,74.0191,65.7293,65.8756,64.818,72.6477,70.7112,69.8051,45.6637,70.7799,70.1616,81.0045,79.0858,72.9249,55.9626,65.7556,70.8831,70.4631,62.9392,59.8735,79.2722,77.6704,80.8866,80.1331,58.5342,84.7079,76.197,82.1523,77.1683,79.6914
2017-04-17,53.0456,73.4528,69.8778,70.0345,74.4111,58.5915,71.689,62.0745,77.3841,73.0817,72.6443,37.4074,41.8092,43.9742,39.5904,40.0343,48.372,45.0592,46.1434,44.4805,53.5502,42.4892,83.7037,69.1931,78.6779,74.744,74.3986,80.9302,82.8722,74.0189,82.4675,82.8402,90.9871,70.0,76.0391,73.5388,76.1092,73.024,65.3488,72.332,73.7483,79.2207,73.0769,72.103,61.8518,79.7066,79.746,83.7883,83.6769,63.4883,86.4295,74.5602,85.3896,84.0236,84.1201,47.8664,70.4365,69.0621,72.1145,74.1041,65.8172,65.8756,65.0345,72.752,70.7927,69.8541,41.1949,68.0294,66.062,75.2656,75.8922,68.3801,51.8541,60.0224,68.62,65.7229,58.0832,59.8834,79.3322,77.6516,80.807,80.159,58.4789,84.7113,76.1885,82.0825,77.1086,79.6203
2017-04-18,53.1011,73.5065,69.9089,70.0474,74.3514,58.666,71.7032,62.2276,77.3549,73.0205,72.7203,37.9182,41.9117,44.0169,39.5229,40.2061,48.7238,45.1187,46.2162,44.1747,53.2544,42.4892,84.0148,69.8529,78.7268,74.4463,74.5704,80.9744,82.8496,74.054,82.2006,82.8402,91.4163,70.2602,75.9803,73.3883,76.1499,72.6804,64.9651,72.2955,73.6486,78.9644,72.1893,72.5321,62.0817,79.9019,79.7945,83.6456,83.6769,63.573,86.4116,74.7297,85.275,84.3195,84.1201,48.0446,70.6349,69.0939,72.1988,74.1519,65.6992,65.7959,65.1873,72.6877,70.6944,69.8541,41.2598,67.9941,66.0813,75.3691,75.9085,68.2008,51.8856,60.0673,68.6595,65.7963,58.1395,59.9123,79.3724,77.6692,80.7989,80.1981,58.4277,84.7222,76.2493,82.0593,77.1243,79.6561
2017-04-19,53.0612,73.6059,69.9766,70.0777,74.2773,58.6854,71.7719,62.3022,77.3306,73.0624,72.6858,38.0597,42.4019,43.9175,39.4197,40.2061,48.8425,45.3825,46.0081,43.2721,52.9585,42.06,83.582,69.8529,78.6514,74.744,74.0549,81.25,82.8496,74.6955,80.8868,82.8402,91.4163,70.1492,75.9803,73.3893,75.9385,72.6804,64.5833,73.087,73.7483,78.2874,72.1893,72.103,61.9402,79.9019,79.9319,83.7883,83.6769,63.8888,86.4116,74.6955,85.7798,84.3195,84.1201,48.1343,70.814,69.111,71.946,73.9856,66.051,65.7142,65.3379,72.708,70.535,69.8051,41.3902,67.9808,66.074,75.251,76.089,68.3801,51.8541,60.0974,68.2822,65.8112,58.18,59.9316,79.5059,77.7222,80.807,80.2502,58.5141,84.6849,76.3266,81.9402,77.1677,79.7423
2017-04-20,52.8813,73.7002,69.9842,70.1208,74.304,58.6384,71.7175,62.2888,77.0833,72.9899,72.7065,38.0597,43.3823,44.3781,39.761,40.6518,49.074,45.718,46.5493,43.5935,54.142,42.4892,83.582,70.098,78.6268,74.4027,74.271,81.4814,82.7404,74.9661,80.5596,82.8402,90.5579,70.8955,76.2254,73.5721,76.1092,72.8987,64.5833,73.1225,73.8836,78.4977,72.1893,72.103,61.9402,79.9019,79.9004,83.7883,83.5334,63.8888,86.2977,74.6955,85.567,84.3195,84.1201,48.1412,70.7865,69.1168,71.9091,73.9026,66.2555,65.7142,65.3757,72.4852,70.535,69.8051,41.3902,68.0044,66.0333,75.2662,76.1531,68.4808,51.9464,60.1272,67.7363,65.8101,58.1395,59.6978,79.5493,77.6419,80.8706,80.172,58.5083,84.6549,76.2702,81.3557,77.1787,79.7065
2017-04-21,52.8764,73.7588,69.9304,70.1035,74.2513,58.5754,71.678,62.3738,76.544,73.0431,72.6515,34.1346,40.0921,42.0364,38.292,38.992,48.387,37.9227,43.3891,42.5968,57.0135,39.4366,82.6923,69.5852,77.4468,71.6253,74.801,80.9139,79.9516,72.6256,79.0432,83.7104,90.845,69.2307,77.8801,73.1914,76.3085,72.9442,64.5161,70.5314,73.5567,78.3599,78.2805,69.7183,58.173,75.576,76.6261,80.7162,80.6366,65.0537,82.6086,73.3705,81.3211,85.0678,81.6901,48.423,70.7397,69.1486,71.9932,73.8424,66.4907,65.6606,65.4692,72.4105,70.535,69.7411,45.7597,70.7656,69.9888,81.1369,79.4543,72.9249,56.0132,66.1837,69.1838,70.4856,62.6992,59.708,79.5405,77.5517,80.8239,80.1172,58.4237,84.6093,76.3306,80.7927,77.1006,79.7784
2017-04-23,52.8764,73.7483,69.921,70.1769,74.2696,58.5365,71.6929,62.3975,76.4969,72.9367,72.6307,34.1346,40.0921,42.0316,38.292,39.0957,48.387,37.9227,43.5754,42.2374,57.0135,39.4366,82.6923,69.5852,77.4026,71.3498,74.734,80.9139,79.9516,72.4394,79.2237,83.7104,90.845,68.75,77.4193,73.1143,76.3085,72.8723,64.7849,70.7729,73.743,78.3105,76.923,69.7183,58.173,75.576,76.6119,80.7162,80.5851,65.0537,82.6086,73.3705,81.2785,85.0678,81.6901,48.2374,70.7397,69.0442,71.9932,73.7799,66.4028,65.3908,65.3132,72.3363,70.3961,69.5792,45.7597,70.8204,69.9339,80.9338,79.4669,72.8411,55.9175,66.3075,69.0988,70.3581,62.3541,59.591,79.5461,77.5241,80.8296,80.0782,58.3943,84.5303,76.4349,80.7598,76.9698,79.7137
2017-04-24,52.961,73.6895,69.9248,70.2026,74.2574,58.7017,71.6438,62.4113,76.4029,72.9707,72.6515,37.9888,43.5207,44.9627,39.847,41.2875,49.4186,45.8251,47.6995,44.8801,55.7692,42.4892,83.6126,70.7823,78.5707,73.9167,74.2489,81.279,82.7087,74.6955,80.6826,82.9881,90.1287,70.2048,75.7946,73.5285,76.2107,72.5321,65.1162,73.1097,74.5602,78.2135,71.3017,72.103,62.1973,79.9511,79.8908,83.6873,83.5193,64.186,86.0618,74.7631,85.3304,84.3195,84.1201,48.2374,70.825,69.0626,72.0168,73.7446,66.7253,65.2845,65.2954,72.2433,70.4576,69.6284,45.5985,70.8752,69.933,80.9061,79.4214,72.9729,55.931,66.4598,69.0483,70.1927,62.4867,59.6107,79.4696,77.5208,80.8537,80.0781,58.4633,84.4897,76.4228,80.7031,77.0475,79.7137
2017-04-25,53.0456,73.8425,70.0159,70.1466,74.2177,58.7294,71.7368,62.5442,76.566,72.9865,72.5757,37.6865,44.0097,44.998,39.219,41.2371,49.3023,45.7894,48.2432,44.2877,57.1005,42.9184,83.582,70.9046,78.5686,73.8539,74.3986,81.1627,82.6315,74.5945,80.818,83.136,89.6995,70.1492,76.0391,73.7247,76.2308,73.024,65.1162,73.1578,74.8648,78.4203,71.3017,72.5321,62.3134,79.9511,80.0118,83.7011,83.5051,63.9534,86.1842,74.8648,85.8956,84.3195,84.1201,48.423,70.9102,69.1574,71.9091,73.863,66.843,65.2811,65.4513,72.4153,70.445,69.6774,45.7597,71.0577,69.9184,80.8661,79.4601,72.9729,55.9389,66.4876,68.88,70.1647,62.142,59.6107,79.4391,77.578,80.8786,80.0964,58.6092,84.5423,76.4592,80.79,77.0727,79.807
2017-04-26,53.0059,73.8425,70.0491,70.1595,74.2306,58.6384,71.7614,62.6158,76.3214,73.0398,72.7135,37.1747,44.3902,44.7869,38.917,41.4089,49.074,45.7894,48.2432,43.1664,56.9732,42.9184,84.0148,70.7317,78.4409,73.4348,74.0549,80.787,82.3684,74.5945,80.7848,83.3827,89.6995,69.8884,75.8536,73.8268,76.1421,73.1958,64.8148,73.0263,74.8648,79.2963,71.5133,72.5321,62.0817,79.756,80.0117,83.4179,83.5051,63.8888,86.1842,75.0,86.0622,84.2729,84.1201,48.423,70.9762,69.1033,71.7884,73.838,66.8425,65.4441,65.5272,71.8297,70.494,69.5024,45.8407,71.1463,69.9418,80.7741,79.493,73.0388,55.8803,66.5289,68.92,70.1977,62.1822,59.62,79.4947,77.5198,80.9822,80.133,58.5815,84.5147,76.4907,80.1419,77.1006,79.9072
2017-04-27,53.0008,73.8248,70.059,70.2201,74.1909,58.7242,71.7957,62.5102,76.4247,73.0737,72.6792,36.8029,43.9024,44.7125,38.983,41.4089,48.8425,45.9921,48.313,43.0311,56.9732,42.3728,84.0148,70.4878,78.4186,73.5593,74.7422,80.787,82.5229,74.4939,80.3788,83.3827,88.5593,69.8884,75.6097,73.9062,76.6101,73.5395,65.2777,72.6675,74.7638,79.5669,71.5133,72.4576,62.0817,79.756,80.047,83.5593,83.5051,64.1203,86.2023,74.8987,86.0622,84.2729,84.322,48.5185,70.7783,69.0609,71.8487,73.838,66.8717,65.4441,65.4513,71.7543,70.4166,69.5024,45.7597,71.2456,69.9669,80.7197,79.4534,73.153,56.0424,66.5154,68.9553,70.2537,62.036,59.533,79.4784,77.5015,80.9901,80.1122,58.4869,84.5362,76.4996,80.1708,77.0475,79.786
